Text,Review-Activity,Season
"Good not great.: Filled this up for Hartford to Cape Cod Run and back. No problems when its dry. Spend 4 hours on the way home in torrential New England rain and items in the front and on top got wet. I think the wind lifts the front ever so slightly and water comes in from the bottom. Overall, its great. I bet just casual rain and I wouldn't have a problem, but this was serious stuff so I am still giving it 4 stars. For the price and ease of storage for the 364 days I don't use it, its great. Storing those bug plastic carriers seems like a hassle.",REVIEW,NOT APPLICABLE
"Eyeballs for knobs: A friend of mine put it best when he said: "" 'Human Fly' is one of the greatest achievements in human history."" He's right.",REVIEW,NOT APPLICABLE
"Great drill, great price!: I received this as a present from my wife and have been very happy with it. Lots of power and two batteries at a great price!",REVIEW,NOT APPLICABLE
"If you are green might be good, if you have any knowledge...: you will see just how much this person is an outsider trying to look in and understand a world that is foreign to him. Very misleading and at times unbelievably naive.",REVIEW,NOT APPLICABLE
"Good even if you are not a fan of punk rock: I am not a big fan of punk rock, but this cd is definitely worth the attention. It is memorable and brings old memories back.",REVIEW,NOT APPLICABLE
"Very juvenile; skip this if you're over 13 years old: Yet another ""man becomes Death"" tale, with a silly subplot about the war of Heaven vs. Hell. Lots of padding in between.I remember in high school several friends had recommended this. Who knows, I might even have liked it... 30 years ago. Reading in retrospect, it seems its target audience is young teenagers who don't have much exposure to ""good"" literature.The plot is shallow--and internally inconsistent/contradictory, the characters are one-dimensional, and the setting was annoying (think ""Xanth on Earth""). The writing style is horridly florid, and you can make a drinking game out of how many exclamation marks are used (warning: you'll get hammered a chapter into it.) As if that wasn't bad enough, the",REVIEW,NOT APPLICABLE
Watching movies.  Cooking. Trimming the xmas tree,ACTIVITY,WINTER
Snowboarding   Hiking   At home,ACTIVITY,WINTER
"swimming, movies theaters, dining out",ACTIVITY,SUMMER
"Gardening, photography, enjoying nature and animals, snorkeling",ACTIVITY,SUMMER
watching the trees change color  going to the cider mill  Halloween,ACTIVITY,FALL
"Making hot cocoa inside, snowball fights, and making snow angels.",ACTIVITY,WINTER
Enjoying holidays  Seeing snow  Working on crafts,ACTIVITY,WINTER
"Motorola HS820 Headset (Bluetooth): I absolutely love it; my friends say I sound crystal clear, even with muchbackground noise and voices around me.The sound on my end is also perfect; no reverberation to either caller or receiving person.I HIGHLY recommend this item.e.v.c, ph.d.",REVIEW,NOT APPLICABLE
"This thing is crap: It's a cheap plastic staple gun. You're better off using a real staple gun with wire tacking staples, then trying to get this this to make it.",REVIEW,NOT APPLICABLE
"The one, the only, original CLUBMAN Aftershave!: This stuff is truly timeless & ALWAYS in my daily/weekly rotation of aftershaves.A classic blend that reminds you of the old barbershop, with a masculine clean sweetness that lasts for a long time.Why would someone want to spend in excess of $50 for ""designer"" fragrances when there are these old faithful standbys that never change, are always there when you need them? In this day of constant ""change"" its really nice to know that some things are exactly as they have always been...CLUBMAN original is one of those constants that is always the same: Brisk, masculine, classic, 195 years old, and simply perfect!!",REVIEW,NOT APPLICABLE
"Good Job: I'm not a fan of Ms.Britney but I've listened to the album and it's great.But, if you want a great album then get Janet Jackson's ""Damita Jo"", that's a hot album in stores March30th!!!",REVIEW,NOT APPLICABLE
"Well Built, and Solid: I doubt I could have bought a better one for the money.Folds up flat for easy stowing in an almost full trunk.",REVIEW,NOT APPLICABLE
I think cooking and having Thanksgiving dinner.,ACTIVITY,FALL
Sing,ACTIVITY,FALL
"The Bible says the antichrist's a man the book says it's not: The book's premise is wrong, because the Bible's Revelation 13 :18, says the antichrist is a man, while the book says it's not a man. I've not read this book, and will not for this very reason.",REVIEW,NOT APPLICABLE
"Unreadable: This book is not only awful, but it is entirely unreadable. It is purely for pseudo-intellectuals and those who aspire to become one.",REVIEW,NOT APPLICABLE
One of my favorites is that it's feel good the because I like the nice cool breeze. Also is good for cuddling. And I love the snow,ACTIVITY,WINTER
Going to the maze. Picking apples at an apple farm and hay rides.,ACTIVITY,FALL
Going to sporting events  Bonfires  Driving around looking at foilage,ACTIVITY,FALL
Call it boreing: i read this book and it was soooooooooooooooooooooooooooooooooooooooooo boreing!i mean it sarts out ok but when he goes off on his own it gets just plain old dumb. it was so boreing!!!when i finished it i was so happy becaus ei had to read it for a class and i was finally finshed with it!,REVIEW,NOT APPLICABLE
"Swimming, Going to the Beach, Watching movies in the theater.",ACTIVITY,SUMMER
"Skiing, snowboarding and building snowman",ACTIVITY,WINTER
Drinking hot chocolate  Cuddling  Watching the snow fall,ACTIVITY,WINTER
Not Happy: I just opened my Roomba 4299 and well it's not a 4299 it's an old 4130 model. The box is for a 4299 etc but once you open it hey wrong model!! I DO NOT like getting less than I paid for! I realize this is refurbished but hey send the right model!!,REVIEW,NOT APPLICABLE
"Sleeping, snow play, night walks",ACTIVITY,WINTER
Ice Skating  Building snowmans  Winter festivals,ACTIVITY,WINTER
"Snowball fight, pictures, Christmas",ACTIVITY,WINTER
"AMAZING!! Tell them about it, Har Mar...: This album rules and rocks. I listen to it everywhere. He's clever, interesting, and versatile (Har Mar, actually a pseudonym, is also found in groups Sean Na Na and Calvin Krime). It's hilarious, and I'm glad HM has stepped up to reclaim white rap. Beastie Boys, we hardly knew ye.Buy it asap. I'm just sayin'...",REVIEW,NOT APPLICABLE
Eating  Sleeping   Traveling,ACTIVITY,WINTER
I like Art Carney: This gave Art Carney a chance to demonstrate his ability to adapt to something besides a comedy roll. I think he did it rather well.,REVIEW,NOT APPLICABLE
"Love these bottles!: I wasn't going to write a review, but after reading many of the negative comments about these bottles leaking I decided to.We have not had any problems with these bottles and my son does great with them. He goes very well from breast to bottle throughout the day while he's in daycare.As far as the bottles leaking, I had that problem with one. I discovered that the reason the bottle leaked was because the bottom of the nipple was slightly warped and was not creating a tight enough seal. All I did was replace it and it worked fine. Maybe disappointed customers should check the bottom of their nipples when they are in the bottle lid/seal and make sure that they are perfectly rounded and not warped at all. That should solve the problem. Th",REVIEW,NOT APPLICABLE
Sledding   Ice hockey  Sitting by bonfire,ACTIVITY,WINTER
"BEWARE!!!!: Beware, amazon has mistakenly identified this, the Everyman edition, as being translated by Julie Rose. That is false. It is the dreaded Wilbor translation.",REVIEW,NOT APPLICABLE
"Really amazing: I must say that this book is amazing and written in very simple words, with good and quality diagrams.",REVIEW,NOT APPLICABLE
"my favorite fall activities are horseback riding, hiking, and bonfires.",ACTIVITY,FALL
"Summary of Easy Media Creator 8.0: The new version does not stand out as well as the old Roxio, 6.0 or 7.0. - Roxio 8.0 does not burn as fast as promised. - The system requirement are too high, and it takes up to much ram to use Roxio 8.0. For the average PC it is useless. It is not as user friendly as the previous (2) version. I would like to return it. The labels are not as good as the previous one!!!-I do hope the next version will be an inprovement over this one.Viola B Sith673 Alta View CourtWorthington, OH 43085",REVIEW,NOT APPLICABLE
